loan_id,customer_id,application_date,loan_type,requested_loan_amount,approved_loan_amount,loan_tenure_months,interest_rate,monthly_income,monthly_expenses,employment_type,credit_score,existing_loan_amount,loan_status,repayment_status,emi_amount,city,income_segment
LOAN001758,CUST001130,2023-03-02,Education,656000.0,504200.0,114,9.95,61331.18,34092.01,Business,717,316658.16,Approved,On-time,6854.66,Delhi,Mid
LOAN003644,CUST002481,2023-03-02,Personal,153500.0,128500.0,15,13.01,71801.14,29683.56,Salaried,721,0.0,Approved,On-time,9328.37,Lucknow,Mid
LOAN004892,CUST001501,2023-03-02,Education,555900.0,0.0,24,10.42,73771.57,35322.59,Business,708,9677.18,Rejected,Not Started,0.0,Chandigarh,Mid
LOAN004668,CUST000423,2023-03-02,Home,3126200.0,2244700.0,180,9.37,52102.67,27858.01,Salaried,610,86350.83,Approved,On-time,23263.95,Ahmedabad,Mid
LOAN006726,CUST000940,2023-03-02,Home,1706100.0,1326400.0,136,8.97,28434.3,16700.72,Salaried,725,197626.44,Approved,Late,15569.63,Lucknow,Low
LOAN001589,CUST002549,2023-03-02,Personal,247800.0,140400.0,23,14.11,20647.71,7761.43,Salaried,632,108387.48,Approved,On-time,7002.55,Ahmedabad,Low
LOAN004676,CUST000397,2023-03-02,Personal,241800.0,228800.0,24,14.69,20146.77,11228.41,Salaried,586,13847.59,Approved,On-time,11060.08,Jaipur,Low
LOAN004302,CUST002390,2023-03-02,Home,4068900.0,3922400.0,274,8.99,67814.71,30484.19,Freelancer,645,33717.02,Approved,On-time,33751.85,Indore,Mid
LOAN002532,CUST002048,2023-03-02,Education,868800.0,868800.0,150,9.74,45853.95,19505.75,Salaried,767,36938.59,Approved,On-time,10037.05,Ludhiana,Mid
LOAN004489,CUST000654,2023-03-02,Personal,945000.0,945000.0,36,12.89,118049.33,72548.82,Salaried,714,223936.43,Approved,On-time,31790.74,Lucknow,High
LOAN002994,CUST002263,2023-03-02,Business,6577300.0,4888200.0,53,12.63,456184.09,156325.62,Self-employed,656,0.0,Approved,On-time,120805.83,Bhopal,Premium
LOAN003365,CUST002123,2023-03-02,Personal,402700.0,278100.0,37,12.37,47148.74,22051.17,Freelancer,793,447235.35,Approved,On-time,9078.7,Ahmedabad,Mid
LOAN007779,CUST001762,2023-03-02,Personal,919300.0,625800.0,31,13.5,171084.78,56165.86,Salaried,710,0.0,Approved,On-time,24023.62,Kanpur,High
LOAN002588,CUST000442,2023-03-03,Vehicle,697600.0,640300.0,57,11.38,34879.33,11152.24,Salaried,497,0.0,Approved,On-time,14593.54,Pune,Low
LOAN001455,CUST002607,2023-03-03,Personal,980500.0,980500.0,20,12.81,136180.14,57953.47,Self-employed,724,718117.36,Approved,On-time,54704.72,Nagpur,High
LOAN005695,CUST001232,2023-03-03,Personal,380900.0,256600.0,17,15.74,31738.31,18469.9,Salaried,512,0.0,Approved,On-time,16937.85,Vadodara,Low
LOAN006691,CUST000945,2023-03-03,Vehicle,335200.0,297300.0,62,10.51,16759.23,9558.04,Salaried,639,5391.91,Approved,On-time,6234.8,Kanpur,Low
LOAN004869,CUST001944,2023-03-03,Education,297200.0,247300.0,175,9.92,58527.68,20632.15,Salaried,730,175949.0,Approved,On-time,2678.5,Coimbatore,Mid
LOAN002489,CUST002052,2023-03-03,Home,1399400.0,0.0,194,8.8,23323.77,4796.46,Self-employed,641,10766.98,Rejected,Not Started,0.0,Chennai,Low
LOAN000875,CUST001271,2023-03-03,Vehicle,1011000.0,854600.0,44,9.58,66971.07,46089.11,Salaried,701,0.0,Approved,On-time,23109.95,Kolkata,Mid
LOAN000886,CUST001170,2023-03-03,Personal,550600.0,375800.0,53,13.22,60236.64,23585.54,Self-employed,726,32398.0,Approved,On-time,9398.81,Chandigarh,Mid
LOAN003280,CUST001694,2023-03-03,Vehicle,1216600.0,956600.0,29,9.23,60832.5,32292.86,Self-employed,827,0.0,Approved,On-time,36927.96,Bhopal,Mid
LOAN006604,CUST001085,2023-03-03,Education,1519900.0,1223100.0,87,10.29,67792.43,34424.1,Salaried,667,0.0,Approved,On-time,20006.21,Patna,Mid
LOAN000937,CUST002761,2023-03-03,Business,540900.0,408700.0,74,13.93,18029.42,8843.05,Business,547,0.0,Approved,On-time,8260.76,Coimbatore,Low
LOAN004524,CUST000752,2023-03-03,Education,1905100.0,1583100.0,22,10.06,131501.48,54987.31,Business,761,67194.14,Approved,On-time,79099.14,Jaipur,High
LOAN006614,CUST001431,2023-03-03,Business,1815200.0,1612200.0,32,11.61,60505.08,23150.12,Salaried,749,0.0,Approved,On-time,58823.46,Chandigarh,Mid
LOAN006027,CUST001772,2023-03-03,Personal,145000.0,118500.0,15,11.69,452701.36,173550.68,Self-employed,823,1248953.93,Approved,On-time,8529.6,Kolkata,Premium
LOAN003206,CUST001598,2023-03-03,Home,9334300.0,8160300.0,247,8.36,396978.73,85521.98,Business,788,0.0,Approved,On-time,69329.35,Mumbai,Premium
LOAN001051,CUST000521,2023-03-03,Vehicle,983100.0,868100.0,17,10.48,72375.63,41087.03,Salaried,610,299508.04,Approved,Default,55171.43,Ahmedabad,Mid
LOAN005134,CUST001903,2023-03-03,Home,2610000.0,2412400.0,210,8.45,168044.09,90907.45,Business,752,95386.58,Approved,On-time,22035.88,Ahmedabad,High
LOAN000259,CUST000332,2023-03-03,Education,1481800.0,1198600.0,159,10.89,70080.36,36439.98,Self-employed,661,15924.86,Approved,On-time,14270.51,Jaipur,Mid
LOAN003091,CUST002068,2023-03-03,Personal,418300.0,230900.0,24,14.63,74638.06,24439.95,Salaried,598,350587.43,Approved,On-time,11155.02,Delhi,Mid
LOAN001155,CUST001183,2023-03-04,Vehicle,273700.0,0.0,17,11.52,33069.65,19420.69,Unemployed,469,95744.63,Rejected,Not Started,0.0,Chandigarh,Low
LOAN001839,CUST001765,2023-03-04,Gold,135600.0,0.0,7,8.99,29600.84,8439.29,Salaried,614,164671.3,Rejected,Not Started,0.0,Delhi,Low
LOAN005879,CUST000367,2023-03-04,Business,4118100.0,3284300.0,100,11.91,137269.16,57068.25,Salaried,720,469263.54,Approved,On-time,51944.16,Nagpur,High
LOAN006652,CUST001248,2023-03-04,Gold,416800.0,416800.0,15,7.92,149613.13,71387.51,Salaried,778,0.0,Approved,On-time,29276.32,Bhopal,High
LOAN007488,CUST002626,2023-03-04,Personal,69600.0,62900.0,38,13.59,63536.68,29061.66,Salaried,686,112611.82,Approved,On-time,2046.12,Hyderabad,Mid
LOAN001226,CUST002599,2023-03-04,Personal,696200.0,594700.0,39,12.75,142237.14,79666.36,Business,725,0.0,Approved,On-time,18705.36,Jaipur,High
LOAN007302,CUST001003,2023-03-04,Personal,770600.0,770600.0,32,13.56,171876.59,25781.49,Salaried,686,0.0,Approved,On-time,28831.31,Chennai,High
LOAN003882,CUST002876,2023-03-04,Personal,58700.0,45800.0,35,13.86,64715.49,25962.43,Salaried,662,0.0,Approved,On-time,1598.28,Mumbai,Mid
LOAN007054,CUST002172,2023-03-04,Gold,290200.0,264600.0,19,8.18,171523.48,65535.54,Business,784,366172.96,Approved,On-time,14894.97,Lucknow,High
LOAN001909,CUST001883,2023-03-04,Personal,119200.0,119200.0,17,15.07,20462.69,12041.79,Self-employed,527,37685.77,Approved,Late,7830.62,Surat,Low
LOAN002631,CUST001800,2023-03-04,Personal,640300.0,0.0,21,13.64,68255.76,43991.05,Business,663,221155.98,Rejected,Not Started,0.0,Kolkata,Mid
LOAN006901,CUST001018,2023-03-04,Personal,142700.0,86300.0,28,13.88,50435.38,14062.87,Business,643,0.0,Approved,On-time,3625.78,Ahmedabad,Mid
LOAN003489,CUST000725,2023-03-05,Vehicle,182800.0,160600.0,55,9.76,21105.76,7866.13,Self-employed,708,176049.22,Approved,On-time,3633.3,Surat,Low
LOAN002176,CUST002296,2023-03-05,Education,327100.0,277000.0,173,10.3,318128.99,146195.6,Business,737,0.0,Approved,On-time,3079.62,Ludhiana,Premium
LOAN001668,CUST000814,2023-03-05,Business,478200.0,403700.0,102,13.12,15939.6,9139.37,Salaried,641,129789.68,Approved,On-time,6586.17,Jaipur,Low
LOAN006370,CUST001627,2023-03-05,Vehicle,1083800.0,0.0,55,10.32,73844.35,55259.85,Unemployed,671,12332.1,Rejected,Not Started,0.0,Vadodara,Mid
LOAN006505,CUST000704,2023-03-05,Home,2074000.0,1545800.0,160,8.76,389998.01,144091.88,Business,745,561525.02,Approved,On-time,16409.06,Kanpur,Premium
LOAN006287,CUST000386,2023-03-05,Personal,634800.0,0.0,20,14.06,104214.61,39656.3,Salaried,663,1391930.73,Rejected,Not Started,0.0,Lucknow,High
LOAN004985,CUST002467,2023-03-05,Home,2257000.0,1633000.0,263,8.36,54331.49,13994.76,Self-employed,744,78661.1,Approved,On-time,13560.9,Bengaluru,Mid
LOAN002606,CUST001571,2023-03-05,Business,1990100.0,1590400.0,101,12.38,66335.38,32631.87,Salaried,674,19326.63,Approved,On-time,25424.09,Nagpur,Mid
LOAN001662,CUST000883,2023-03-05,Education,3627200.0,2933000.0,152,9.5,212514.87,129786.23,Business,810,0.0,Approved,On-time,33247.67,Surat,Premium
LOAN004614,CUST000377,2023-03-05,Personal,634100.0,634100.0,46,12.73,61151.0,27290.33,Salaried,774,0.0,Approved,On-time,17492.18,Ludhiana,Mid
LOAN006330,CUST002322,2023-03-05,Home,1764300.0,0.0,152,9.49,58415.72,19942.12,Salaried,496,87573.93,Rejected,Not Started,0.0,Pune,Mid
LOAN007188,CUST001589,2023-03-05,Business,1133100.0,865200.0,60,13.28,72578.8,33708.71,Salaried,595,295946.69,Approved,Late,19810.19,Ahmedabad,Mid
LOAN005841,CUST001860,2023-03-05,Education,1712500.0,0.0,23,10.13,281303.86,156558.83,Business,767,538965.71,Rejected,Not Started,0.0,Kolkata,Premium
LOAN004779,CUST000481,2023-03-06,Personal,1200000.0,1200000.0,20,13.26,251553.85,200100.93,Business,715,1705590.5,Approved,On-time,67203.56,Jaipur,Premium
LOAN005776,CUST001946,2023-03-06,Home,2299000.0,2299000.0,227,8.96,38317.45,15025.31,Salaried,648,249151.66,Approved,On-time,21056.5,Ludhiana,Mid
LOAN002942,CUST001759,2023-03-06,Personal,372000.0,343000.0,37,13.78,36651.08,18763.39,Salaried,644,0.0,Approved,On-time,11431.04,Indore,Mid
LOAN002422,CUST002315,2023-03-06,Business,1186500.0,1186500.0,72,12.59,39550.24,14146.05,Salaried,702,0.0,Approved,On-time,23561.95,Kanpur,Mid
LOAN004607,CUST000668,2023-03-06,Business,591700.0,459800.0,50,13.18,28062.27,11817.57,Salaried,601,0.0,Approved,On-time,12000.2,Patna,Low
LOAN002818,CUST001668,2023-03-06,Business,1295500.0,1104600.0,43,13.45,43182.77,16477.33,Salaried,581,0.0,Approved,On-time,32515.03,Kolkata,Mid
LOAN000620,CUST002898,2023-03-06,Home,2247500.0,1665500.0,294,8.83,37458.09,8396.74,Salaried,746,0.0,Approved,On-time,13861.17,Nagpur,Mid
LOAN004965,CUST001917,2023-03-06,Vehicle,750600.0,577000.0,72,10.25,248346.83,113570.32,Salaried,634,0.0,Approved,On-time,10762.29,Lucknow,Premium
LOAN005528,CUST001007,2023-03-06,Personal,203500.0,203500.0,59,13.58,23966.17,9392.35,Salaried,670,29389.7,Approved,On-time,4746.59,Jaipur,Low
LOAN002128,CUST002021,2023-03-06,Personal,92200.0,91400.0,42,13.17,43276.77,19100.86,Self-employed,700,42701.07,Approved,On-time,2727.86,Pune,Mid
LOAN006478,CUST002608,2023-03-07,Education,594400.0,0.0,129,11.25,61132.08,34328.09,Salaried,581,159837.65,Rejected,Not Started,0.0,Delhi,Mid
LOAN000402,CUST002108,2023-03-07,Personal,460800.0,412400.0,44,13.13,38399.61,16325.11,Salaried,729,88162.67,Approved,On-time,11859.45,Ludhiana,Mid
LOAN005312,CUST002543,2023-03-07,Vehicle,278300.0,232900.0,71,9.77,118428.78,34618.73,Salaried,705,200598.64,Approved,On-time,4332.19,Chandigarh,High
LOAN004227,CUST002782,2023-03-07,Home,1604600.0,1604600.0,177,9.15,64388.32,22446.25,Salaried,664,0.0,Approved,On-time,16548.84,Bhopal,Mid
LOAN006959,CUST001263,2023-03-07,Home,2310600.0,2131800.0,179,9.35,38509.94,15942.16,Self-employed,628,0.0,Approved,On-time,22124.88,Hyderabad,Mid
LOAN004866,CUST000268,2023-03-07,Home,1411000.0,1411000.0,225,8.75,23516.93,12914.79,Unemployed,653,0.0,Approved,On-time,12781.05,Surat,Low
LOAN007257,CUST002298,2023-03-07,Education,2184300.0,1711500.0,69,9.68,87370.67,32548.39,Freelancer,761,0.0,Approved,On-time,32441.87,Mumbai,High
LOAN006131,CUST000217,2023-03-07,Business,4423500.0,3420100.0,88,11.56,170965.35,88214.68,Salaried,758,1858.57,Approved,On-time,57814.51,Coimbatore,High
LOAN007952,CUST000097,2023-03-07,Vehicle,381900.0,381900.0,76,10.46,19092.64,5486.51,Salaried,629,230403.53,Approved,On-time,6892.98,Bengaluru,Low
LOAN005801,CUST000081,2023-03-08,Gold,480300.0,452000.0,32,8.64,378973.7,192117.7,Self-employed,678,43004.98,Approved,On-time,15865.2,Indore,Premium
LOAN001395,CUST002665,2023-03-08,Personal,139700.0,0.0,49,14.42,22951.31,7625.96,Unemployed,625,0.0,Rejected,Not Started,0.0,Lucknow,Low
LOAN006821,CUST001216,2023-03-08,Education,840600.0,840600.0,125,10.9,33624.18,10375.02,Salaried,627,8565.86,Approved,On-time,11277.35,Ludhiana,Low
LOAN002457,CUST002397,2023-03-08,Vehicle,553300.0,507900.0,21,10.81,73028.17,47473.11,Salaried,552,981485.99,Approved,On-time,26653.92,Jaipur,Mid
LOAN000793,CUST000754,2023-03-08,Personal,49500.0,37800.0,31,15.0,64837.63,11765.81,Salaried,559,253084.08,Approved,On-time,1478.34,Indore,Mid
LOAN006174,CUST001472,2023-03-08,Personal,47500.0,47500.0,45,12.75,60814.22,23097.45,Unemployed,742,0.0,Approved,On-time,1333.42,Chennai,Mid
LOAN005317,CUST002873,2023-03-08,Business,2542000.0,2354200.0,49,11.64,356135.93,186539.28,Business,785,1164261.01,Approved,On-time,60592.2,Vadodara,Premium
LOAN000758,CUST001450,2023-03-08,Home,2254500.0,0.0,87,9.16,37574.85,16713.79,Salaried,610,0.0,Rejected,Not Started,0.0,Coimbatore,Mid
LOAN006314,CUST001481,2023-03-08,Gold,562100.0,443000.0,25,8.75,123405.69,57465.08,Salaried,727,0.0,Approved,On-time,19448.5,Chennai,High
LOAN001688,CUST000794,2023-03-08,Personal,185200.0,0.0,19,13.19,154768.71,62337.43,Salaried,712,0.0,Rejected,Not Started,0.0,Kolkata,High
LOAN004333,CUST000072,2023-03-08,Personal,54100.0,33900.0,21,15.17,34320.47,19254.19,Unemployed,558,0.0,Approved,On-time,1848.15,Kolkata,Low
LOAN003858,CUST002230,2023-03-08,Personal,495800.0,343900.0,60,13.16,60601.1,36437.0,Salaried,700,275463.19,Approved,On-time,7852.98,Delhi,Mid
LOAN001659,CUST000726,2023-03-08,Personal,464800.0,399400.0,40,13.01,174070.18,58954.2,Self-employed,739,93266.85,Approved,On-time,12359.28,Jaipur,High
LOAN005199,CUST000667,2023-03-08,Vehicle,112100.0,97100.0,40,10.7,21931.18,7339.36,Salaried,571,29541.48,Approved,On-time,2896.78,Jaipur,Low
LOAN004696,CUST001896,2023-03-09,Gold,186000.0,150100.0,10,8.86,94709.43,45853.21,Salaried,709,0.0,Approved,On-time,15626.26,Ahmedabad,High
LOAN005431,CUST001587,2023-03-09,Home,2405800.0,2085300.0,94,9.22,40096.9,10179.82,Salaried,623,167153.33,Approved,Late,31232.62,Pune,Mid
LOAN006747,CUST002603,2023-03-09,Home,6528400.0,4911300.0,168,9.12,108807.27,69078.81,Salaried,694,0.0,Approved,On-time,51861.54,Bhopal,High
LOAN001654,CUST002147,2023-03-09,Personal,140100.0,136500.0,40,14.0,25119.82,10257.39,Salaried,623,0.0,Approved,Late,4289.97,Chennai,Low
LOAN005355,CUST000347,2023-03-09,Education,388600.0,388600.0,161,11.2,15544.64,4698.1,Salaried,525,0.0,Approved,On-time,4674.44,Coimbatore,Low
LOAN002664,CUST002578,2023-03-09,Education,453400.0,333500.0,95,10.99,18137.04,13453.01,Salaried,598,4230.1,Approved,On-time,5271.46,Kolkata,Low
LOAN006924,CUST001627,2023-03-09,Home,1120300.0,0.0,179,9.38,60811.98,19593.1,Salaried,568,56983.63,Rejected,Not Started,0.0,Vadodara,Mid
LOAN004853,CUST000944,2023-03-09,Education,68700.0,54000.0,54,11.48,16167.05,6627.89,Business,516,15911.14,Approved,Default,1285.11,Bhopal,Low
LOAN002497,CUST001588,2023-03-09,Personal,216800.0,178800.0,41,12.76,438778.83,136483.91,Salaried,741,3076044.85,Approved,On-time,5403.23,Nagpur,Premium
LOAN003486,CUST001919,2023-03-10,Vehicle,697300.0,658900.0,24,9.91,79851.05,46019.72,Salaried,684,151609.87,Approved,On-time,30377.53,Delhi,High
LOAN000124,CUST001002,2023-03-10,Business,1728300.0,1728300.0,51,11.73,57610.74,40888.35,Salaried,768,66049.28,Approved,On-time,43196.25,Ludhiana,Mid
LOAN002292,CUST002602,2023-03-10,Personal,136900.0,136900.0,33,13.06,34652.62,24582.91,Business,724,4555.38,Approved,On-time,4960.24,Indore,Low
LOAN006780,CUST001696,2023-03-10,Vehicle,934900.0,851500.0,30,9.37,46744.48,10042.21,Salaried,767,0.0,Approved,On-time,31947.57,Lucknow,Mid
LOAN006651,CUST002646,2023-03-10,Gold,204400.0,192700.0,21,9.03,29636.52,12973.94,Freelancer,631,24404.36,Approved,On-time,9954.72,Chandigarh,Low
LOAN001810,CUST001395,2023-03-10,Vehicle,314900.0,0.0,70,10.45,61784.08,33243.72,Salaried,625,74106.19,Rejected,Not Started,0.0,Kolkata,Mid
LOAN006548,CUST001342,2023-03-10,Personal,902300.0,866400.0,33,12.62,81676.43,39045.01,Salaried,787,0.0,Approved,On-time,31209.8,Ludhiana,High
LOAN000131,CUST001763,2023-03-10,Personal,689800.0,670200.0,33,13.09,365444.37,170233.05,Self-employed,739,0.0,Approved,On-time,24292.7,Surat,Premium
LOAN000659,CUST000776,2023-03-10,Home,13500000.0,11901000.0,113,8.47,454314.03,264478.17,Salaried,715,819735.97,Approved,On-time,153196.35,Jaipur,Premium
LOAN006381,CUST000793,2023-03-10,Personal,209400.0,202900.0,52,13.76,25688.93,8546.52,Salaried,645,305394.3,Approved,On-time,5201.82,Pune,Low
LOAN003099,CUST002385,2023-03-10,Personal,1115800.0,735000.0,35,14.38,389560.58,170617.58,Salaried,618,1362247.34,Approved,On-time,25834.58,Vadodara,Premium
LOAN006173,CUST000889,2023-03-11,Education,1531300.0,1369500.0,151,10.66,61250.57,27150.38,Salaried,627,154920.66,Approved,Late,16507.92,Chennai,Mid
LOAN005292,CUST000812,2023-03-11,Personal,218400.0,173500.0,54,13.95,18202.48,4044.32,Salaried,657,119052.14,Approved,On-time,4344.3,Bhopal,Low
LOAN003598,CUST001660,2023-03-11,Home,1104400.0,815000.0,67,9.27,18407.15,8798.03,Salaried,659,0.0,Approved,On-time,15628.36,Pune,Low
LOAN007396,CUST000550,2023-03-11,Personal,606800.0,366400.0,14,12.89,144741.6,70452.81,Business,749,39668.97,Approved,On-time,28328.66,Chennai,High
LOAN003800,CUST002998,2023-03-11,Vehicle,539400.0,539400.0,62,10.6,30813.71,12868.95,Freelancer,604,1204.13,Approved,On-time,11336.15,Pune,Low
LOAN007862,CUST001642,2023-03-11,Home,4443300.0,0.0,71,8.45,145717.98,79393.31,Salaried,764,578444.19,Rejected,Not Started,0.0,Pune,High
LOAN002442,CUST002940,2023-03-11,Business,1592700.0,1341000.0,94,13.8,53089.14,34374.89,Freelancer,522,0.0,Approved,Default,23413.99,Hyderabad,Mid
LOAN005787,CUST001167,2023-03-11,Home,1624500.0,1416600.0,296,9.11,27074.95,18582.68,Freelancer,650,43657.21,Approved,Late,12037.6,Hyderabad,Low
LOAN001191,CUST002942,2023-03-11,Personal,115900.0,104500.0,14,13.63,19868.95,8422.91,Freelancer,699,13943.28,Approved,On-time,8115.7,Hyderabad,Low
LOAN000616,CUST002861,2023-03-11,Home,1291900.0,0.0,169,9.26,21531.97,10762.69,Unemployed,606,20244.99,Rejected,Not Started,0.0,Coimbatore,Low
LOAN000469,CUST001957,2023-03-11,Vehicle,2155100.0,2128100.0,13,9.22,142176.87,72369.55,Salaried,750,2162404.3,Approved,On-time,172639.09,Chennai,High
LOAN000578,CUST002892,2023-03-11,Home,1334100.0,1334100.0,127,9.31,22234.5,9374.79,Salaried,623,0.0,Approved,On-time,16553.91,Delhi,Low
LOAN001777,CUST002158,2023-03-12,Home,1528000.0,1366800.0,99,8.42,93231.02,41950.73,Self-employed,728,0.0,Approved,On-time,19198.49,Hyderabad,High
LOAN001790,CUST001793,2023-03-12,Gold,412200.0,412200.0,8,8.71,51527.32,16940.23,Salaried,683,149934.42,Approved,On-time,53222.13,Ahmedabad,Mid
LOAN007268,CUST001312,2023-03-12,Education,428500.0,428500.0,20,10.85,17140.44,11263.55,Business,646,0.0,Approved,On-time,23516.98,Pune,Low
LOAN007030,CUST002634,2023-03-12,Personal,156300.0,148400.0,29,13.24,126065.02,38103.82,Salaried,692,0.0,Approved,On-time,6007.44,Nagpur,High
LOAN007333,CUST000318,2023-03-12,Personal,220000.0,220000.0,26,14.37,65706.97,28156.32,Self-employed,634,0.0,Approved,On-time,9897.19,Lucknow,Mid
LOAN005234,CUST000623,2023-03-12,Home,887800.0,553000.0,318,9.24,22491.59,8308.78,Salaried,631,14987.05,Approved,On-time,4665.02,Kolkata,Low
LOAN001735,CUST000971,2023-03-12,Business,613700.0,489100.0,39,12.06,20456.76,7298.04,Freelancer,738,34756.93,Approved,On-time,15221.01,Bhopal,Low
LOAN000973,CUST002129,2023-03-12,Personal,450100.0,388700.0,52,13.52,38863.88,26016.29,Salaried,666,86211.73,Approved,On-time,9918.13,Chennai,Mid
LOAN006619,CUST002010,2023-03-12,Personal,160000.0,134600.0,44,14.1,20767.82,6990.87,Self-employed,630,14464.11,Approved,On-time,3935.25,Ludhiana,Low
LOAN007691,CUST000536,2023-03-12,Personal,648100.0,562200.0,37,12.99,54005.7,25467.86,Salaried,725,0.0,Approved,On-time,18521.1,Hyderabad,Mid
LOAN001978,CUST000953,2023-03-12,Vehicle,587100.0,488700.0,63,9.95,29356.05,15358.52,Salaried,719,0.0,Approved,On-time,9990.21,Delhi,Low
LOAN003268,CUST002337,2023-03-12,Business,1046700.0,689400.0,115,12.83,34889.0,16566.38,Salaried,650,0.0,Approved,On-time,10445.33,Bhopal,Low
LOAN004114,CUST002260,2023-03-12,Education,121300.0,105500.0,178,10.54,62564.63,25489.54,Salaried,678,0.0,Approved,On-time,1174.23,Ahmedabad,Mid
LOAN007872,CUST000145,2023-03-12,Home,2549500.0,2261400.0,140,8.9,55910.16,25392.15,Salaried,709,0.0,Approved,On-time,26019.45,Chennai,Mid
LOAN000062,CUST002530,2023-03-12,Vehicle,209700.0,157500.0,26,9.68,114995.13,50105.06,Salaried,731,4274.01,Approved,On-time,6739.44,Vadodara,High
LOAN002973,CUST000829,2023-03-12,Vehicle,1045000.0,918400.0,48,9.27,52247.93,14879.24,Salaried,806,147481.9,Approved,On-time,22972.35,Vadodara,Mid
LOAN006365,CUST001669,2023-03-12,Vehicle,1449200.0,0.0,31,9.98,148060.44,66817.03,Salaried,694,419007.53,Rejected,Not Started,0.0,Indore,High
LOAN004616,CUST000585,2023-03-13,Education,187600.0,160400.0,165,10.55,18733.55,10323.38,Salaried,639,0.0,Approved,On-time,1845.58,Indore,Low
LOAN000371,CUST000951,2023-03-13,Home,4369600.0,3376300.0,206,9.04,72827.08,28800.54,Salaried,661,95811.16,Approved,On-time,32322.28,Patna,Mid
LOAN002091,CUST001155,2023-03-13,Home,2020900.0,2020900.0,91,9.2,73881.58,32797.66,Salaried,675,0.0,Approved,On-time,30929.7,Coimbatore,Mid
LOAN005460,CUST001069,2023-03-13,Home,4053300.0,3268400.0,280,8.59,67554.7,27799.61,Freelancer,695,28437.25,Approved,On-time,27070.14,Kanpur,Mid
LOAN005139,CUST000971,2023-03-13,Gold,182500.0,172800.0,14,9.33,34217.17,16797.04,Salaried,566,51278.58,Approved,Late,13074.68,Bhopal,Low
LOAN005928,CUST001379,2023-03-13,Education,1268900.0,1083700.0,39,10.61,71661.07,40318.26,Self-employed,663,341459.76,Approved,On-time,32974.29,Vadodara,Mid
LOAN002889,CUST000577,2023-03-13,Vehicle,1879500.0,1879500.0,77,9.06,141620.2,48612.25,Salaried,843,0.0,Approved,On-time,32277.31,Surat,High
LOAN005918,CUST000366,2023-03-13,Vehicle,214100.0,164300.0,50,10.07,18522.49,6854.52,Salaried,621,53184.68,Approved,On-time,4037.01,Hyderabad,Low
LOAN000104,CUST002505,2023-03-13,Business,554300.0,460700.0,22,13.79,18475.2,4166.93,Business,567,0.0,Approved,On-time,23818.89,Delhi,Low
LOAN001149,CUST001028,2023-03-13,Personal,838400.0,0.0,40,12.28,117579.54,45350.76,Business,799,175668.94,Rejected,Not Started,0.0,Surat,High
LOAN006622,CUST001201,2023-03-13,Home,733500.0,447400.0,305,9.5,31245.59,9130.81,Business,599,0.0,Approved,On-time,3893.32,Kolkata,Low
LOAN006875,CUST002237,2023-03-13,Home,3144100.0,2679000.0,304,8.79,68782.13,40228.67,Salaried,732,69389.49,Approved,On-time,22018.2,Indore,Mid
LOAN004480,CUST000260,2023-03-13,Personal,631800.0,542600.0,26,12.54,158917.03,57513.82,Self-employed,767,0.0,Approved,On-time,23940.73,Surat,High
LOAN001019,CUST001248,2023-03-14,Home,6515800.0,6178800.0,209,7.95,163996.22,48701.85,Salaried,858,0.0,Approved,On-time,54693.44,Bhopal,High
LOAN004294,CUST001891,2023-03-14,Home,4664400.0,3248400.0,134,9.0,163193.09,80489.12,Salaried,597,43009.84,Approved,On-time,38513.7,Lucknow,High
LOAN007518,CUST002458,2023-03-14,Business,449000.0,0.0,73,12.62,50328.54,17202.25,Salaried,676,317061.52,Rejected,Not Started,0.0,Surat,Mid
LOAN007300,CUST002922,2023-03-14,Vehicle,685600.0,553800.0,55,9.33,153953.31,92951.42,Self-employed,780,0.0,Approved,On-time,12413.47,Delhi,High
LOAN003369,CUST001347,2023-03-14,Personal,227000.0,227000.0,57,13.54,60375.3,35215.48,Salaried,663,24558.35,Approved,On-time,5421.13,Kolkata,Mid
LOAN003773,CUST001396,2023-03-14,Business,1136900.0,807600.0,101,12.34,37895.47,18590.94,Salaried,726,63635.21,Approved,On-time,12892.2,Hyderabad,Mid
LOAN001864,CUST000046,2023-03-14,Business,633300.0,0.0,88,12.27,21109.43,9190.11,Unemployed,682,0.0,Rejected,Not Started,0.0,Chennai,Low
LOAN002838,CUST002049,2023-03-14,Vehicle,2169000.0,0.0,14,9.15,108451.87,18321.99,Freelancer,793,286683.52,Rejected,Not Started,0.0,Ludhiana,High
LOAN004426,CUST002896,2023-03-14,Education,339600.0,291300.0,56,10.29,45167.99,8705.32,Business,677,0.0,Approved,On-time,6572.16,Indore,Mid
LOAN006699,CUST001200,2023-03-14,Business,1076400.0,932000.0,13,12.93,35878.84,14202.87,Salaried,655,0.0,Approved,On-time,77215.57,Pune,Mid
LOAN006835,CUST000204,2023-03-14,Business,1406100.0,1016100.0,46,12.3,46869.39,16362.34,Salaried,695,37365.24,Approved,On-time,27815.31,Pune,Mid
LOAN004383,CUST002311,2023-03-14,Education,477400.0,409400.0,160,10.57,23368.48,15103.58,Salaried,672,20856.73,Approved,On-time,4781.52,Ludhiana,Low
LOAN001148,CUST000092,2023-03-14,Gold,619000.0,445000.0,5,8.77,157608.68,56898.94,Self-employed,694,223408.2,Approved,On-time,90960.8,Bhopal,High
